#Coord Suppliers
# 	1	  4.6684		150.5624	
# 	2	223.0980		 40.1489	
# 	3	 63.9500		 65.5676	
# 	4	188.3287		 74.4304	
# 	5	 37.8268		103.6496	
# 	6	 75.0494		263.5677	
# 	7	427.9338		 11.6245	
# 	8	314.5983		171.8279	
# 	9	404.1032		200.0697	
# 	10	246.5270		210.7282	
#Coord Manufacturers
# 	1	173.9147		208.3316	
# 	2	371.1917		139.7005	
# 	3	423.2360		241.1219	
#Coord Warehouse
# 	1	442.5117		 50.8909	
# 	2	234.4881		283.6552	
# 	3	292.2932		258.2496	
# 	4	436.8807		 55.6625	
# 	5	109.4020		262.0203	
# 	6	407.8248		227.4834	
# 	7	156.1059		139.0604	
# 	8	274.7420		148.8845	
# 	9	215.0883		130.6666	
# 	10	391.6837		 56.2076	
# 	11	309.4533		211.0587	
# 	12	416.3400		 11.8364	
# 	13	291.2025		191.4162	
# 	14	207.7639		 15.9178	
# 	15	 17.3569		 50.8594	
#Coord Hybrids
# 	1	357.5466		 48.7818	
# 	2	 62.4324		105.8751	
# 	3	218.0243		209.3209	
# 	4	360.5204		 80.0323	
# 	5	409.2643		  6.8601	
# 	6	168.8052		 59.8900	
# 	7	154.2624		133.2337	
# 	8	224.1628		124.3039	
# 	9	 96.4152		 64.9919	
# 	10	104.5382		218.7257	
#Coord Retailers
# 	1	187.1634		175.1695	
# 	2	222.4515		129.0141	
# 	3	330.6446		166.8649	
# 	4	136.1838		291.2394	
# 	5	101.1792		 41.6307	
# 	6	276.7196		147.5787	
# 	7	 82.4187		 32.7932	
# 	8	242.8090		 86.7898	
# 	9	 46.3743		147.1805	
# 	10	284.4413		 11.3908	
# 	11	225.0486		 25.0630	
# 	12	356.0932		227.4108	
# 	13	118.0229		 30.2576	
# 	14	412.7367		155.2381	
# 	15	 60.0928		 33.7629	
# 	16	378.7385		163.8224	
# 	17	117.4575		172.7477	
# 	18	141.2337		237.4870	
# 	19	221.8908		289.5475	
# 	20	234.1404		270.9065	
# 	21	112.4120		156.4462	
# 	22	227.5856		243.9214	
# 	23	 32.9374		250.8621	
# 	24	361.9060		121.8964	
# 	25	 16.4031		230.1762	
# 	26	305.5174		275.6786	
# 	27	252.0835		290.3157	
# 	28	138.7730		101.6670	
# 	29	328.8968		210.4110	
# 	30	326.4070		268.1828	
# 	31	322.4921		204.6458	
# 	32	379.4026		193.5357	
# 	33	136.2145		248.6344	
# 	34	110.1238		211.1342	
# 	35	241.1497		114.2429	
# 	36	 80.3781		265.7495	
# 	37	 36.1051		241.0766	
# 	38	307.5617		138.6031	
# 	39	298.8222		 84.7999	
# 	40	387.7086		 53.5439	
#Coord Urban center
# 	1	260.8698		139.0903	
# 	2	302.9498		142.8373	
# 	3	428.6300		255.9773	
# 	4	404.3282		  7.6707	
# 	5	 70.3903		143.0694	
# 	6	330.6248		106.8928	

#Parameters

param I:=	5;	#Raw material
param S:=	10;	#Supplier
param M:=	3;	#Manufacturer
param H:=	10;	#Hybrid
param W:=	15;	#Warehouse
param C:=	40;	#Retailer
param P:=	3;	#Products
param T:=	5;	#Time period
param TV:=	2;	#Type of vehicle
param SZ:=	3;	#Size of vehicle
param UC:=	6;	#Urban centers

param CI_im:	1	2	3	:=	#Inventory holding cost/unit of raw material i at manufacturer m
1	3	3	3	 
2	3	3	3	 
3	3	3	3	 
4	3	3	3	 
5	3	3	3	 
; 
param CI_pw:	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	:=	#Inventory holding cost/unit of product p at depot w
1	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	 
2	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	 
3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	 
;
param CP_pm:	1	2	3	:=	#Production cost of product p at manufacturer m
1	105.6445	100.4547	106.4044	 
2	106.8121	103.9564	101.3667	 
3	104.1646	107.3846	105.8431	 
;
param CT_ism:=	#Cost of raw material i per unit from supplier s to manufacturer m
[1,*,*]:1	2	3	:=
1	1470.8583	1394.6874	1294.4927	
2	1397.9379	1263.4695	1435.8533	
3	1300.2594	1476.1688	1368.3920	
4	1360.4133	1284.0199	1451.9240	
5	1479.2572	1423.6471	1416.8861	
6	1426.6544	1436.2034	1428.6488	
7	1285.7406	1416.5895	1477.5894	
8	1258.1062	1296.2036	1440.5880	
9	1260.4667	1319.7466	1464.4901	
10	1342.2600	1474.7479	1322.2744	
[2,*,*]:1	2	3	:=
1	1345.0808	1277.3434	1453.6561	
2	1483.3713	1295.7769	1327.7997	
3	1418.6760	1269.7753	1258.1810	
4	1331.6439	1346.6531	1387.2418	
5	1388.2328	1332.5317	1356.4127	
6	1312.9642	1300.6588	1444.3813	
7	1284.8982	1362.8009	1280.6306	
8	1454.0715	1460.8724	1278.6937	
9	1430.2455	1480.8289	1346.5077	
10	1444.2782	1480.9714	1251.2378	
[3,*,*]:1	2	3	:=
1	1318.1460	1259.1298	1299.7980	
2	1252.8020	1262.2249	1412.3357	
3	1322.1809	1461.1025	1333.3242	
4	1480.3268	1282.8467	1387.2512	
5	1323.6086	1451.5383	1334.4192	
6	1280.2573	1363.8994	1312.4705	
7	1436.3082	1433.9800	1252.5513	
8	1250.7480	1479.5016	1330.7188	
9	1324.0947	1317.7316	1311.4310	
10	1443.8423	1315.8096	1429.7468	
[4,*,*]:1	2	3	:=
1	1418.3221	1387.6334	1420.6932	
2	1293.5082	1366.1295	1373.4897	
3	1256.8528	1304.5596	1483.3522	
4	1414.6610	1494.6656	1342.3285	
5	1440.5977	1399.9163	1400.5231	
6	1278.3269	1305.5502	1268.0657	
7	1376.3257	1336.2748	1299.1802	
8	1343.6743	1381.6017	1427.7068	
9	1397.4928	1409.7727	1400.9404	
10	1343.3937	1331.3885	1390.2855	
[5,*,*]:1	2	3	:=
1	1437.4159	1479.7977	1456.9172	
2	1388.4319	1456.2054	1257.0580	
3	1449.3802	1299.8722	1421.4602	
4	1456.2975	1328.7407	1349.9369	
5	1496.3972	1313.3911	1438.8348	
6	1351.5149	1328.8075	1442.6290	
7	1362.4651	1427.5215	1305.5500	
8	1455.9592	1429.1935	1374.8103	
9	1447.8877	1479.9263	1446.8472	
10	1324.4592	1429.3337	1403.7642	
;
param CT_wc:=	#Cost of transportation/unit weight from depot w to retailer c1 (Matrix of the cost CTij)
[1,*,*]:1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	:=
