#Coord Suppliers
# 	1	 99.8969		261.2197	
# 	2	 93.0236		275.5833	
# 	3	219.7850		183.5232	
# 	4	344.6585		155.5254	
# 	5	133.5602		 56.3164	
# 	6	 36.3336		221.5321	
# 	7	198.5891		 47.4930	
# 	8	395.9717		 82.2259	
# 	9	186.4058		 88.8240	
# 	10	282.9546		173.9513	
#Coord Manufacturers
# 	1	269.9681		 79.7457	
# 	2	128.1086		 76.0765	
# 	3	147.4038		 43.2493	
#Coord Warehouse
# 	1	 74.5258		289.1792	
# 	2	432.1020		 56.5244	
# 	3	 10.9380		 61.3667	
# 	4	314.9296		233.8544	
# 	5	 10.3199		173.2989	
# 	6	  0.7390		154.6418	
# 	7	287.9078		295.6873	
# 	8	116.5939		240.7491	
# 	9	391.7174		276.8249	
# 	10	  0.9964		140.8465	
#Coord Hybrids
# 	1	441.6609		119.6834	
# 	2	366.1796		163.9370	
# 	3	346.8843		145.4793	
# 	4	 13.1002		 25.9577	
# 	5	 50.1542		 75.3735	
#Coord Retailers
# 	1	434.2119		189.5298	
# 	2	367.4971		169.8246	
# 	3	285.9103		243.5707	
# 	4	417.0072		273.7880	
# 	5	371.1649		 28.2608	
# 	6	162.4718		 10.6527	
# 	7	245.8613		238.8428	
# 	8	 23.0143		 56.6003	
# 	9	164.4650		 73.2873	
# 	10	357.7894		105.6285	
# 	11	287.4950		148.0245	
# 	12	262.5749		281.7898	
# 	13	424.5930		 33.5077	
# 	14	379.5997		103.8084	
# 	15	 45.3723		115.0227	
# 	16	229.6597		288.3309	
# 	17	167.1807		  3.7108	
# 	18	386.8681		 33.3332	
# 	19	215.2526		254.9940	
# 	20	231.6321		133.9823	
# 	21	360.2144		  6.1174	
# 	22	257.6784		123.4151	
# 	23	443.3116		240.4205	
# 	24	 24.2829		 57.1433	
# 	25	203.5885		210.8826	
#Coord Urban center
# 	1	149.4217		107.9950	
# 	2	414.6617		286.0892	
# 	3	183.4586		269.5714	
# 	4	148.6140		 24.8216	
# 	5	237.0229		198.2533	
# 	6	401.8429		289.5473	

#Parameters

param I:=	5;	#Raw material
param S:=	10;	#Supplier
param M:=	3;	#Manufacturer
param H:=	5;	#Hybrid
param W:=	10;	#Warehouse
param C:=	25;	#Retailer
param P:=	3;	#Products
param T:=	5;	#Time period
param TV:=	2;	#Type of vehicle
param SZ:=	3;	#Size of vehicle
param UC:=	6;	#Urban centers

param CI_im:	1	2	3	:=	#Inventory holding cost/unit of raw material i at manufacturer m
1	3	3	3	 
2	3	3	3	 
3	3	3	3	 
4	3	3	3	 
5	3	3	3	 
; 
param CI_pw:	1	2	3	4	5	6	7	8	9	10	:=	#Inventory holding cost/unit of product p at depot w
1	3	3	3	3	3	3	3	3	3	3	 
2	3	3	3	3	3	3	3	3	3	3	 
3	3	3	3	3	3	3	3	3	3	3	 
;
param CP_pm:	1	2	3	:=	#Production cost of product p at manufacturer m
1	107.6993	107.5910	107.1005	 
2	107.0155	107.6733	109.7435	 
3	103.7371	100.8305	102.3964	 
;
param CT_ism:=	#Cost of raw material i per unit from supplier s to manufacturer m
[1,*,*]:1	2	3	:=
1	1305.3707	1340.8999	1452.5786	
2	1265.0240	1362.4359	1453.2926	
3	1316.0596	1265.8502	1310.5270	
4	1271.2676	1451.9443	1292.5625	
5	1298.8362	1453.6605	1452.5714	
6	1397.3435	1478.6836	1264.9554	
7	1491.2491	1392.7438	1325.6295	
8	1456.4265	1414.8544	1496.6254	
9	1276.8724	1395.2296	1368.2070	
10	1413.0677	1310.4647	1257.7825	
[2,*,*]:1	2	3	:=
1	1386.0581	1341.1775	1473.0834	
2	1364.8364	1354.6636	1408.2264	
3	1381.7947	1490.3027	1447.2526	
4	1374.1738	1302.7853	1400.9960	
5	1437.1439	1438.9659	1498.3760	
6	1304.6244	1356.4093	1355.9624	
7	1329.6616	1341.3333	1369.4854	
8	1385.5226	1316.3076	1283.5909	
9	1325.4716	1284.1200	1329.4250	
10	1419.7957	1400.3353	1499.3064	
[3,*,*]:1	2	3	:=
1	1390.2286	1387.1815	1410.5874	
2	1431.6974	1403.9534	1397.1250	
3	1401.2511	1338.6964	1444.3455	
4	1401.1509	1327.3077	1311.4077	
5	1267.8165	1336.9323	1253.2120	
6	1291.4104	1265.0916	1319.5389	
7	1337.0830	1397.8055	1443.7533	
8	1406.1886	1289.9203	1473.4407	
9	1432.6478	1374.4420	1410.9100	
10	1377.3688	1292.0520	1410.3662	
[4,*,*]:1	2	3	:=
1	1497.0420	1442.5823	1295.3704	
2	1279.9423	1482.5854	1477.5244	
3	1437.2961	1440.1329	1285.7190	
4	1452.9861	1298.0698	1288.6863	
5	1351.7698	1250.0957	1461.3794	
6	1290.2831	1434.8126	1395.7277	
7	1442.5649	1399.9983	1490.3668	
8	1344.9446	1374.2526	1334.5847	
9	1435.6877	1325.1240	1449.6965	
10	1271.4874	1308.9159	1359.5422	
[5,*,*]:1	2	3	:=
1	1281.5115	1300.7581	1460.3857	
2	1343.1082	1304.6704	1461.5332	
3	1393.8436	1408.4291	1472.2322	
