#Coord Suppliers
# 	1	349.9661		 71.2624	
# 	2	370.9254		289.7248	
# 	3	437.6705		136.0348	
# 	4	274.0691		232.6580	
# 	5	288.7260		216.6055	
# 	6	 15.7664		 89.5348	
# 	7	 26.3306		257.1183	
# 	8	167.7843		203.9544	
# 	9	115.3260		104.2744	
# 	10	  4.2357		107.5001	
# 	11	427.0924		 65.3697	
# 	12	143.7261		275.3317	
# 	13	 14.3566		 19.5254	
# 	14	283.4230		262.1440	
# 	15	  3.9221		223.9732	
# 	16	365.7785		 22.7152	
# 	17	295.4049		152.7787	
# 	18	215.9475		286.6722	
# 	19	  0.0054		 74.0936	
# 	20	320.5047		 97.3746	
#Coord Manufacturers
# 	1	124.6484		208.6336	
# 	2	413.3483		 73.3427	
# 	3	206.1386		 75.8978	
#Coord Warehouse
# 	1	170.7000		181.3617	
# 	2	347.5704		 20.3752	
# 	3	308.7383		164.4780	
# 	4	 62.0937		 29.6260	
# 	5	110.5016		 45.5360	
# 	6	416.6975		204.0315	
# 	7	106.9465		170.6656	
# 	8	250.4844		 21.8212	
# 	9	377.8688		121.5958	
# 	10	 65.1920		 57.2760	
# 	11	220.7881		213.6073	
# 	12	443.2223		262.4359	
# 	13	224.5688		 32.0340	
# 	14	410.9458		109.4748	
# 	15	101.9646		261.7296	
# 	16	 61.3613		 70.9140	
# 	17	267.9297		169.1768	
# 	18	431.5206		135.9718	
#Coord Hybrids
# 	1	 58.0311		228.1703	
# 	2	 90.7353		 52.7190	
# 	3	196.7031		102.0782	
# 	4	435.2639		 42.9078	
# 	5	380.0513		200.8218	
# 	6	 49.1872		 26.4761	
# 	7	434.9079		 58.2892	
# 	8	 36.8550		 80.8154	
# 	9	292.5587		164.0332	
# 	10	313.5262		288.9294	
# 	11	124.9747		 70.0879	
# 	12	380.5524		 67.2637	
#Coord Retailers
# 	1	310.0078		 46.0484	
# 	2	 91.6192		 20.2797	
# 	3	337.2686		 54.0238	
# 	4	 55.9173		 67.4422	
# 	5	125.7568		 10.1465	
# 	6	114.4796		200.6564	
# 	7	341.9636		 67.8043	
# 	8	275.3323		273.6768	
# 	9	243.7248		112.1835	
# 	10	  5.9403		248.7953	
# 	11	367.4527		 23.9160	
# 	12	 77.2539		251.4447	
# 	13	253.8721		104.9347	
# 	14	 65.2513		 29.5557	
# 	15	252.0816		213.0198	
# 	16	427.8920		224.4154	
# 	17	167.5107		227.5432	
# 	18	 31.9831		186.5536	
# 	19	324.3213		 12.5426	
# 	20	177.8588		 48.4016	
# 	21	124.2374		 67.9510	
# 	22	137.1078		 40.8700	
# 	23	312.4125		 15.8599	
# 	24	261.6472		 53.9184	
# 	25	228.0111		 84.4557	
# 	26	166.5346		151.3587	
# 	27	 55.0490		 39.1993	
# 	28	379.9864		117.6596	
# 	29	 76.3031		240.3537	
# 	30	409.5579		248.8733	
# 	31	321.3229		 29.8103	
# 	32	410.9855		173.3938	
# 	33	405.1240		169.0711	
# 	34	  4.4305		298.2718	
# 	35	 59.5790		207.7909	
# 	36	150.4297		 54.0611	
# 	37	 63.2690		200.7742	
# 	38	136.7344		184.0964	
# 	39	421.0197		 60.8715	
# 	40	 53.8246		117.6572	
# 	41	312.5427		283.4901	
# 	42	 73.5221		137.6140	
# 	43	125.4886		 61.3800	
# 	44	138.7512		238.6829	
# 	45	 41.7807		260.7057	
# 	46	375.1719		204.5381	
# 	47	133.1164		 49.8359	
# 	48	413.5236		 21.4275	
# 	49	213.5106		108.0688	
# 	50	 71.8790		290.3747	
#Coord Urban center
# 	1	 98.5282		213.5341	
# 	2	395.5840		200.6711	
# 	3	 64.5842		237.8664	
# 	4	 96.9807		286.7850	
# 	5	 37.2861		192.3090	
# 	6	276.0508		144.0215	

#Parameters

param I:=	10;	#Raw material
param S:=	20;	#Supplier
param M:=	3;	#Manufacturer
param H:=	12;	#Hybrid
param W:=	18;	#Warehouse
param C:=	50;	#Retailer
param P:=	3;	#Products
param T:=	5;	#Time period
param TV:=	2;	#Type of vehicle
param SZ:=	3;	#Size of vehicle
param UC:=	6;	#Urban centers

param CI_im:	1	2	3	:=	#Inventory holding cost/unit of raw material i at manufacturer m
1	3	3	3	 
2	3	3	3	 
3	3	3	3	 
4	3	3	3	 
5	3	3	3	 
6	3	3	3	 
7	3	3	3	 
8	3	3	3	 
9	3	3	3	 
10	3	3	3	 
; 
param CI_pw:	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	:=	#Inventory holding cost/unit of product p at depot w
1	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	 
2	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	 
3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	 
;
param CP_pm:	1	2	3	:=	#Production cost of product p at manufacturer m
1	101.6519	102.5199	107.3042	 
2	109.5870	109.2580	107.3740	 
3	102.3368	107.6450	102.9731	 
;
param CT_ism:=	#Cost of raw material i per unit from supplier s to manufacturer m
[1,*,*]:1	2	3	:=
1	1320.3395	1441.8503	1421.4469	
2	1318.2734	1290.8833	1275.7291	
3	1372.3453	1458.2711	1330.8142	
4	1398.9850	1295.4104	1330.4348	
5	1423.8284	1375.3907	1467.6603	
6	1457.0402	1324.4385	1257.2736	
7	1410.7950	1467.2972	1462.6344	
8	1253.6967	1287.8702	1295.5880	
9	1320.4805	1329.3588	1270.4146	
10	1341.5421	1475.9934	1280.6804	
11	1445.5942	1264.2133	1265.8129	
12	1357.2377	1491.6399	1304.1877	
13	1487.0182	1260.7692	1472.0427	
14	1391.3303	1455.5604	1370.4537	
15	1312.8530	1461.0260	1335.2390	
16	1432.5894	1488.7809	1478.7344	
17	1377.4010	1310.1023	1447.8279	
18	1261.3832	1474.9922	1391.4280	
19	1254.0398	1379.9773	1373.4386	
20	1303.2255	1404.5293	1250.3933	
[2,*,*]:1	2	3	:=
1	1308.4851	1381.7404	1299.7858	
2	1310.9257	1359.1008	1263.9105	
3	1302.0496	1268.4103	1449.6064	
4	1375.6229	1315.3857	1449.1947	
5	1288.7697	1466.4944	1365.2559	
6	1390.4363	1328.0615	1310.7699	
7	1319.1711	1339.9808	1392.4930	
8	1257.6866	1346.4386	1335.3018	
9	1407.4600	1467.1497	1443.1599	
10	1497.8428	1353.9832	1303.6614	
11	1480.4717	1453.6219	1478.4745	
12	1302.6750	1367.3004	1330.8793	
13	1362.8190	1431.8562	1431.2206	
14	1409.3175	1334.8004	1306.0408	
15	1366.9277	1437.1804	1295.8561	
16	1256.0398	1276.2573	1282.2388	
17	1366.1265	1339.0763	1479.8649	
18	1302.0345	1345.1884	1255.3494	
19	1264.9611	1459.4436	1425.5424	
20	1273.3171	1447.8357	1349.0962	
[3,*,*]:1	2	3	:=
1	1286.3237	1496.2318	1279.7496	
2	1285.2511	1463.4799	1431.8851	
3	1267.2823	1405.3575	1358.2474	
4	1471.8452	1404.5024	1415.2026	
5	1368.6125	1251.2804	1346.0846	
6	1324.0864	1387.3856	1370.1185	
7	1472.3513	1286.8860	1267.5054	
8	1369.7902	1281.1918	1430.2711	
9	1303.8927	1310.7389	1403.0647	
10	1447.1892	1420.4504	1382.9738	
11	1359.7430	1497.2950	1405.7080	
12	1479.6729	1287.3430	1448.7673	
13	1434.2762	1288.5062	1481.1010	
14	1498.5330	1304.1902	1298.7606	
15	1261.9951	1372.4381	1450.0573	
16	1414.3849	1282.9982	1486.1360	
17	1335.1276	1369.5607	1344.5609	
18	1378.2195	1397.2676	1405.3988	
19	1464.5972	1487.5432	1451.3822	
20	1468.7625	1336.1969	1329.7307	
[4,*,*]:1	2	3	:=
1	1470.4136	1481.4460	1344.8374	
2	1310.2771	1313.7255	1419.6116	
3	1420.5129	1441.5358	1366.7690	
4	1417.9777	1464.9801	1297.6355	
5	1255.8190	1459.2732	1319.4282	
6	1493.6069	1439.5543	1359.6410	
7	1259.7623	1445.0367	1339.2373	
8	1392.4210	1498.1451	1397.8141	
9	1381.2249	1331.6149	1404.7662	
10	1498.5316	1391.0149	1465.7046	
11	1466.7728	1496.1792	1322.8168	
12	1295.5281	1328.6915	1256.1542	
13	1304.7717	1396.2139	1421.8317	
14	1411.8392	1463.8114	1425.2767	
15	1457.8651	1253.4830	1278.8444	
16	1297.1444	1470.0905	1323.3708	
