#Coord Suppliers
# 	1	 81.1214		  5.8426	
# 	2	208.4483		217.4802	
# 	3	189.0916		145.6281	
# 	4	  5.7514		146.2115	
# 	5	423.8130		255.2385	
# 	6	328.4840		 32.6208	
# 	7	402.2569		257.1463	
# 	8	 74.2890		189.7002	
# 	9	  9.2176		 35.0212	
# 	10	142.3653		 47.3737	
# 	11	341.5408		245.4826	
# 	12	155.0810		 95.6396	
# 	13	 50.2476		 25.1859	
# 	14	320.7267		179.8630	
# 	15	 25.0532		143.9392	
# 	16	180.7544		254.3937	
# 	17	323.0321		180.6192	
# 	18	248.5727		284.7307	
# 	19	444.0030		101.4162	
# 	20	107.9436		238.9307	
#Coord Manufacturers
# 	1	 28.6589		109.3847	
# 	2	 31.5103		 95.8103	
# 	3	 31.6722		 87.0791	
#Coord Warehouse
# 	1	355.5455		271.6201	
# 	2	356.6796		168.5456	
# 	3	277.2083		108.4451	
# 	4	 75.9678		130.8723	
# 	5	329.7714		 18.8663	
# 	6	  9.3298		231.1644	
# 	7	134.9784		210.3493	
# 	8	330.6005		279.8714	
# 	9	180.1478		107.5314	
# 	10	362.9550		229.3473	
# 	11	293.6766		243.2900	
# 	12	288.9967		287.2332	
# 	13	150.2435		221.4758	
# 	14	427.4250		100.3092	
# 	15	275.2344		109.7010	
#Coord Hybrids
# 	1	207.6931		 22.5006	
# 	2	  8.7045		227.8948	
# 	3	203.7416		186.8502	
# 	4	332.9782		125.5990	
# 	5	165.4279		 50.7086	
# 	6	357.2426		249.9112	
# 	7	330.3958		262.5884	
# 	8	291.6254		208.8199	
# 	9	 86.8581		230.2897	
# 	10	150.3373		131.3878	
#Coord Retailers
# 	1	143.4916		170.4869	
# 	2	296.4116		172.6676	
# 	3	143.1842		 65.4010	
# 	4	380.2224		 90.6494	
# 	5	197.1993		 27.4244	
# 	6	135.4406		 25.7084	
# 	7	154.6710		212.7903	
# 	8	438.2857		187.5674	
# 	9	121.1866		197.0126	
# 	10	282.1490		247.6957	
# 	11	240.1623		273.3365	
# 	12	186.9767		 85.8134	
# 	13	233.5535		276.7351	
# 	14	325.7601		148.1739	
# 	15	223.8734		194.6167	
# 	16	201.4970		165.1918	
# 	17	437.0288		279.7241	
# 	18	378.3084		 38.1145	
# 	19	250.4345		109.9282	
# 	20	410.3080		 94.1037	
# 	21	418.8447		 71.5038	
# 	22	189.1759		287.9888	
# 	23	267.9690		279.6446	
# 	24	242.4826		 68.4111	
# 	25	320.8333		156.4720	
# 	26	227.4629		 40.9454	
# 	27	 65.2138		278.8815	
# 	28	430.2262		289.7793	
# 	29	161.0052		 13.7611	
# 	30	249.2673		220.8928	
# 	31	291.6209		 15.8799	
# 	32	104.7973		211.7653	
# 	33	 24.7882		253.9491	
# 	34	445.0865		 74.3399	
# 	35	 24.3519		293.9080	
# 	36	345.2473		136.2593	
# 	37	215.2155		274.6509	
# 	38	160.1235		 15.9539	
# 	39	276.2867		 93.7634	
# 	40	306.7016		284.3850	
# 	41	162.2609		 74.0994	
# 	42	 23.8283		249.4980	
# 	43	 35.2709		285.6526	
# 	44	317.7664		273.4598	
# 	45	366.4984		 57.2165	
#Coord Urban center
# 	1	 79.1566		288.4163	
# 	2	130.9671		237.1841	
# 	3	 76.8556		 89.7271	
# 	4	303.0706		 74.5259	
# 	5	338.3402		263.7768	
# 	6	144.1676		 89.6124	

#Parameters

param I:=	10;	#Raw material
param S:=	20;	#Supplier
param M:=	3;	#Manufacturer
param H:=	10;	#Hybrid
param W:=	15;	#Warehouse
param C:=	45;	#Retailer
param P:=	3;	#Products
param T:=	5;	#Time period
param TV:=	2;	#Type of vehicle
param SZ:=	3;	#Size of vehicle
param UC:=	6;	#Urban centers

param CI_im:	1	2	3	:=	#Inventory holding cost/unit of raw material i at manufacturer m
1	3	3	3	 
2	3	3	3	 
3	3	3	3	 
4	3	3	3	 
5	3	3	3	 
6	3	3	3	 
7	3	3	3	 
8	3	3	3	 
9	3	3	3	 
10	3	3	3	 
; 
param CI_pw:	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	:=	#Inventory holding cost/unit of product p at depot w
1	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	 
2	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	 
3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	 
;
param CP_pm:	1	2	3	:=	#Production cost of product p at manufacturer m
1	100.2773	104.2266	100.6545	 
2	105.7466	106.8794	105.6831	 
3	106.0373	105.9965	109.0265	 
;
param CT_ism:=	#Cost of raw material i per unit from supplier s to manufacturer m
[1,*,*]:1	2	3	:=
1	1382.7573	1465.3481	1337.9929	
2	1285.1565	1305.4692	1448.3206	
3	1307.4209	1443.1344	1475.7092	
4	1386.0968	1285.8057	1405.8741	
5	1344.8743	1477.1119	1305.9097	
6	1308.5721	1370.5903	1373.3885	
7	1296.9414	1343.5839	1417.0427	
8	1367.6300	1264.9299	1353.8269	
9	1353.9524	1361.9012	1255.9600	
10	1318.4980	1487.6028	1470.7517	
11	1485.1772	1439.7225	1358.4980	
12	1484.3761	1325.1653	1398.3040	
13	1396.8585	1360.1885	1312.5920	
14	1332.6205	1410.7299	1321.0054	
15	1336.5490	1338.5256	1331.2014	
16	1457.1326	1386.4463	1254.5925	
17	1435.3947	1375.5425	1444.7233	
18	1373.6409	1327.7095	1459.8221	
19	1293.3363	1319.5691	1371.0370	
20	1464.9678	1278.8030	1334.6721	
[2,*,*]:1	2	3	:=
1	1383.0601	1419.5874	1276.2985	
2	1438.8209	1389.2302	1379.2861	
3	1345.2177	1328.6617	1472.6261	
4	1498.4441	1293.8037	1302.8752	
5	1416.7585	1441.1407	1455.7415	
6	1325.6113	1302.2750	1268.1423	
7	1344.0830	1390.6212	1468.1378	
8	1258.2611	1272.4138	1413.2863	
9	1417.8302	1281.0328	1274.0914	
10	1256.9941	1412.1835	1319.9642	
11	1310.2483	1416.1372	1280.2501	
12	1384.1033	1272.7312	1266.4374	
13	1417.1333	1447.9036	1365.6069	
14	1350.5365	1425.3872	1269.0104	
15	1319.5707	1476.3169	1487.2390	
16	1259.5990	1250.7660	1441.9711	
17	1362.9696	1440.6077	1410.7457	
18	1361.9916	1427.4952	1401.1318	
19	1253.9290	1366.5302	1470.5012	
20	1445.0712	1413.7321	1405.3947	
[3,*,*]:1	2	3	:=
1	1454.1531	1322.8356	1348.5262	
2	1407.6641	1455.2389	1330.3472	
3	1292.1195	1318.0641	1359.7441	
4	1274.6157	1407.0839	1474.1200	
5	1335.5494	1489.0947	1354.9070	
6	1383.9359	1494.1827	1427.5084	
7	1376.3773	1438.6395	1368.3268	
8	1430.3936	1305.5873	1269.2239	
9	1399.7893	1380.9210	1365.1715	
10	1279.3694	1483.6360	1277.9346	
11	1491.8662	1329.5298	1320.4575	
12	1484.9973	1490.1484	1425.1654	
13	1488.8087	1293.7445	1464.1604	
14	1404.5497	1323.8898	1399.1082	
15	1277.3229	1447.9974	1410.4694	
16	1276.7603	1304.9147	1322.9353	
17	1368.4288	1307.6565	1324.3899	
18	1387.8707	1286.7465	1438.3298	
19	1362.6421	1351.7754	1393.3700	
20	1289.4211	1472.8816	1278.7898	
[4,*,*]:1	2	3	:=
1	1386.7797	1491.2363	1284.7979	
2	1424.7026	1493.7990	1498.9570	
3	1336.9343	1406.4408	1485.5940	
4	1406.1345	1468.2050	1424.3939	
5	1259.2252	1336.3820	1473.4568	
6	1367.2002	1358.4924	1326.2300	
7	1289.9341	1417.2183	1348.8352	
8	1470.5265	1260.7975	1468.5874	
