#Coord Suppliers
# 	1	347.0943		  6.2256	
# 	2	285.1417		224.6412	
# 	3	224.3282		 67.4390	
# 	4	 89.1283		228.1592	
# 	5	 76.0999		 26.5019	
# 	6	308.4119		286.0180	
# 	7	  1.7767		153.6577	
# 	8	365.6794		183.7578	
# 	9	324.7899		 87.5628	
# 	10	412.9984		214.3727	
#Coord Manufacturers
# 	1	244.1450		 42.6510	
# 	2	168.0033		202.2401	
# 	3	198.8249		130.2042	
#Coord Warehouse
# 	1	277.9951		153.9415	
# 	2	292.6787		180.3117	
# 	3	362.3505		156.4941	
# 	4	408.8920		 95.7708	
# 	5	 40.7067		 90.2100	
# 	6	 51.2930		248.6044	
# 	7	 21.1033		187.8862	
# 	8	246.4138		245.7861	
# 	9	 89.5264		257.0551	
# 	10	158.2437		226.3943	
# 	11	133.1828		265.1809	
# 	12	146.4802		 49.5048	
# 	13	176.6382		 28.0381	
# 	14	369.4976		 45.3456	
# 	15	172.8515		283.2782	
#Coord Hybrids
# 	1	444.4315		136.8914	
# 	2	371.7552		 75.4122	
# 	3	268.8172		270.8495	
# 	4	240.5511		177.0604	
# 	5	 17.6768		107.1545	
# 	6	 35.8259		 91.6380	
# 	7	148.8237		232.1491	
# 	8	 17.9816		128.8477	
# 	9	141.7171		190.9473	
# 	10	155.8562		 12.9292	
#Coord Retailers
# 	1	395.9618		228.9722	
# 	2	395.1435		125.2527	
# 	3	272.5099		154.0400	
# 	4	269.0265		 78.6647	
# 	5	135.3921		  7.6199	
# 	6	136.3781		 72.6228	
# 	7	250.9102		169.6521	
# 	8	213.8095		 87.8394	
# 	9	 28.9130		293.6458	
# 	10	152.8685		148.5146	
# 	11	439.6863		132.2321	
# 	12	143.2228		155.9391	
# 	13	260.1614		256.1801	
# 	14	 30.6438		139.3592	
# 	15	351.8771		215.5808	
# 	16	263.7099		 11.1283	
# 	17	157.7954		168.9572	
# 	18	134.8784		153.7003	
# 	19	303.0601		 47.7581	
# 	20	 22.7150		101.3448	
# 	21	 48.6287		 53.6708	
# 	22	398.6222		109.6095	
# 	23	 98.4462		225.7489	
# 	24	 48.0958		223.3810	
# 	25	211.4034		179.4767	
# 	26	 66.4291		 55.2104	
# 	27	290.2824		 14.5884	
# 	28	111.8756		162.7226	
# 	29	102.0480		114.4235	
# 	30	415.0048		277.6071	
# 	31	255.0375		160.0413	
# 	32	  6.6870		293.3698	
# 	33	257.8630		237.5271	
# 	34	252.7008		263.2006	
# 	35	262.8881		212.6550	
# 	36	 66.8401		128.5352	
# 	37	312.2505		 31.3859	
# 	38	197.8224		 49.8606	
# 	39	228.1404		245.7108	
# 	40	 40.5480		240.0206	
#Coord Urban center
# 	1	254.3069		176.8043	
# 	2	 89.1453		130.8355	
# 	3	133.1567		 11.2673	
# 	4	 13.8082		135.9315	
# 	5	335.1888		167.1886	
# 	6	173.3011		 50.4218	

#Parameters

param I:=	5;	#Raw material
param S:=	10;	#Supplier
param M:=	3;	#Manufacturer
param H:=	10;	#Hybrid
param W:=	15;	#Warehouse
param C:=	40;	#Retailer
param P:=	3;	#Products
param T:=	5;	#Time period
param TV:=	2;	#Type of vehicle
param SZ:=	3;	#Size of vehicle
param UC:=	6;	#Urban centers

param CI_im:	1	2	3	:=	#Inventory holding cost/unit of raw material i at manufacturer m
1	3	3	3	 
2	3	3	3	 
3	3	3	3	 
4	3	3	3	 
5	3	3	3	 
; 
param CI_pw:	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	:=	#Inventory holding cost/unit of product p at depot w
1	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	 
2	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	 
3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	 
;
param CP_pm:	1	2	3	:=	#Production cost of product p at manufacturer m
1	108.3826	105.9905	107.8271	 
2	108.4851	106.0316	107.8106	 
3	106.1574	100.2117	107.5046	 
;
param CT_ism:=	#Cost of raw material i per unit from supplier s to manufacturer m
[1,*,*]:1	2	3	:=
1	1294.0105	1364.6285	1378.2806	
2	1371.0052	1461.0964	1293.7035	
3	1253.6587	1462.1910	1435.6687	
4	1364.1744	1354.2246	1279.1824	
5	1334.6698	1273.6648	1428.9578	
6	1269.2714	1301.4875	1393.4441	
7	1323.4579	1413.9316	1450.8921	
8	1337.8033	1273.3601	1453.3290	
9	1446.2167	1348.3547	1466.1198	
10	1346.0077	1314.3257	1457.3505	
[2,*,*]:1	2	3	:=
1	1434.0957	1376.9003	1411.0817	
2	1303.2966	1473.9272	1491.4866	
3	1329.2504	1466.3882	1327.5709	
4	1256.3160	1262.2988	1296.1567	
5	1267.2583	1314.3689	1478.3954	
6	1364.4624	1282.5530	1452.4729	
7	1350.8674	1256.1082	1464.2078	
8	1318.5737	1427.2765	1338.9431	
9	1448.5773	1461.1547	1384.5369	
10	1389.7716	1280.6274	1344.4105	
[3,*,*]:1	2	3	:=
1	1357.1869	1377.8021	1472.9407	
2	1325.0526	1349.1105	1448.3184	
3	1353.0690	1296.2169	1460.0619	
4	1392.3179	1265.0126	1497.2292	
5	1307.1956	1403.6754	1342.0067	
6	1450.6940	1406.8905	1455.3041	
7	1322.0632	1318.6987	1400.2629	
8	1484.6285	1426.8241	1315.8508	
9	1280.5840	1364.6810	1493.7031	
10	1420.1436	1298.3135	1261.6848	
[4,*,*]:1	2	3	:=
1	1488.1610	1464.6622	1456.9758	
2	1490.9751	1399.7341	1482.7290	
3	1286.6921	1278.4901	1343.0072	
4	1441.6400	1330.2855	1409.5088	
5	1252.3053	1385.8662	1334.4387	
6	1474.5061	1485.1768	1346.0305	
7	1349.0294	1474.3199	1264.7056	
8	1351.3448	1282.5439	1271.7423	
9	1445.9911	1326.1433	1396.0139	
10	1469.6166	1470.1980	1400.2385	
[5,*,*]:1	2	3	:=
1	1411.3069	1264.1571	1324.3710	
2	1422.9436	1297.2573	1450.7518	
3	1378.6909	1439.3215	1294.4471	
4	1270.6550	1370.5179	1382.2135	
5	1424.0770	1301.1904	1417.8431	
6	1448.3174	1260.4344	1490.8394	
7	1493.8481	1387.6652	1266.2268	
8	1336.3092	1255.1075	1450.2129	
9	1301.9818	1285.8131	1424.9735	
10	1264.4874	1314.1519	1377.5830	
;
param CT_wc:=	#Cost of transportation/unit weight from depot w to retailer c1 (Matrix of the cost CTij)
[1,*,*]:1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	:=
